일자,계(명),국내발생(명),해외유입(명),사망(명),거리두기,백신접종률,전일대비증감량,증감률
2021-09-22,"1,720","1,703",17,6,4,0.707956661,6,0.353565115
2021-09-23,"1,715","1,697",18,8,4,0.718795778,-6,-0.352319436
2021-09-24,"2,429","2,411",18,7,4,0.730699788,714,42.07424867
2021-09-25,"3,268","3,240",28,7,4,0.736742954,829,34.384073
2021-09-26,"2,768","2,734",34,9,4,0.737254675,0,0
2021-09-27,"2,381","2,354",27,6,4,0.745305976,-380,-13.89904901
2021-09-28,"2,288","2,269",19,8,4,0.750275612,-85,-3.610875106
2021-09-29,"2,881","2,855",26,10,4,0.754746848,586,25.82635522
2021-09-30,"2,561","2,536",25,7,4,0.761391594,-319,-11.17338004
2021-10-01,"2,483","2,449",34,16,4,0.765963216,-87,-3.430599369
2021-10-02,"2,247","2,220",27,7,4,0.768370272,-229,-9.35075541
2021-10-03,"2,085","2,057",28,3,4,0.768437401,-163,-7.342342342
2021-10-04,"1,670","1,650",20,6,4,0.768931868,-407,-19.78609626
2021-10-05,"1,574","1,555",19,11,4,0.769807442,-95,-5.757575758
2021-10-06,"2,027","2,001",26,12,4,0.77052753,446,28.68167203
2021-10-07,"2,425","2,398",27,8,4,0.771243648,397,19.84007996
2021-10-08,"2,171","2,140",31,10,4,0.772117794,-258,-10.7589658
2021-10-09,"1,953","1,924",29,6,4,0.772328398,-216,-10.09345794
2021-10-10,"1,594","1,560",34,15,4,0.772382013,-364,-18.91891892
2021-10-11,"1,297","1,284",13,8,4,0.774190515,0,0
2021-10-12,"1,346","1,333",13,11,4,0.776251166,49,3.816199377
2021-10-13,"1,583","1,570",13,11,4,0.777366898,237,17.77944486
2021-10-14,"1,939","1,924",15,13,4,0.778429593,354,22.5477707
2021-10-15,"1,683","1,669",14,8,4,0.780159668,-255,-13.25363825
2021-10-16,"1,617","1,593",24,18,4,0.781402699,-76,-4.553624925
2021-10-17,"1,420","1,403",17,16,4,0.781440062,-190,-11.92718142
2021-10-18,"1,049","1,030",19,8,4,0.782827627,-373,-26.58588738
2021-10-19,"1,073","1,048",25,21,4,0.7835508,18,1.747572816
2021-10-20,"1,571","1,556",15,9,4,0.784883613,508,48.47328244
2021-10-21,"1,441","1,430",11,11,4,0.786038365,-126,-8.097686375
2021-10-22,"1,437","1,417",20,16,4,0.787314806,-13,-0.909090909
2021-10-23,"1,508","1,487",21,20,4,0.78830935,70,4.940014114
2021-10-24,"1,422","1,394",28,21,4,0.788384153,-93,-6.254203093
2021-10-25,"1,190","1,167",23,7,4,0.789899653,-227,-16.28407461
2021-10-26,"1,265","1,245",20,15,4,0.790696029,0,0
2021-10-27,"1,952","1,931",21,9,4,0.792196588,686,55.10040161
2021-10-28,"2,110","2,094",16,11,4,0.793416445,163,8.441222165
2021-10-29,"2,124","2,094",30,9,4,0.794586389,0,0
2021-10-30,"2,104","2,089",15,13,4,0.79528797,-5,-0.238777459
2021-10-31,"2,061","2,052",9,19,4,0.795344689,-37,-1.771182384
2021-11-01,"1,684","1,664",20,9,1,0.796952169,-388,-18.90838207
2021-11-02,"1,589","1,578",11,16,1,0.79777727,-86,-5.168269231
2021-11-03,"2,667","2,640",27,18,1,0.799035011,1062,67.30038023
2021-11-04,"2,482","2,457",25,24,1,0.800207924,-183,-6.931818182
2021-11-05,"2,342","2,322",20,20,1,0.801589069,-135,-5.494505495
2021-11-06,"2,246","2,217",29,20,1,0.802466088,-105,-4.521963824
2021-11-07,"2,224","2,204",20,11,1,0.802508174,-13,-0.586377988
2021-11-08,"1,758","1,731",27,13,1,0.804764392,-473,-21.46098004
2021-11-09,"1,715","1,698",17,18,1,0.805654463,-33,-1.906412478
2021-11-10,"2,425","2,409",16,14,1,0.80698502,0,0
2021-11-11,"2,519","2,493",26,21,1,0.80822915,84,3.486924035
2021-11-12,"2,368","2,358",10,18,1,0.809746135,-135,-5.415162455
2021-11-13,"2,324","2,310",14,32,1,0.81081552,-48,-2.03562341
2021-11-14,"2,418","2,400",18,20,1,0.810859803,90,3.896103896
2021-11-15,"2,005","1,985",20,12,1,0.812066185,-415,-17.29166667
2021-11-16,"2,124","2,109",15,22,1,0.812721805,124,6.246851385
2021-11-17,"3,187","3,164",23,21,1,0.813607904,1055,50.02370792
2021-11-18,"3,292","3,272",20,29,1,0.814483362,108,3.413400759
2021-11-19,"3,033","3,010",23,28,1,0.815445113,-262,-8.007334963
2021-11-20,"3,205","3,188",17,29,1,0.815967303,178,5.913621262
2021-11-21,"3,120","3,096",24,30,1,0.815994448,-92,-2.885821832
2021-11-22,"2,826","2,806",20,24,1,0.816952651,-290,-9.366925065
2021-11-23,"2,698","2,684",14,30,1,0.817508059,-122,-4.347826087
2021-11-24,"4,115","4,087",28,34,1,0.818418874,1403,52.27272727
2021-11-25,"3,937","3,916",21,39,1,0.819354135,0,0
2021-11-26,"3,896","3,878",18,39,1,0.820440756,-38,-0.970377937
2021-11-27,"4,067","4,044",23,52,1,0.821069674,166,4.280556988
2021-11-28,"3,925","3,890",35,56,1,0.821088992,-154,-3.808110781
2021-11-29,"3,307","3,284",23,32,1,0.82169252,-606,-15.57840617
2021-11-30,"3,032","3,003",29,44,1,0.822118276,-281,-8.556638246
2021-12-01,"5,122","5,074",48,34,1,0.822583459,2071,68.96436896
2021-12-02,"5,263","5,239",24,47,1,0.823025776,165,3.25187229
2021-12-03,"4,944","4,923",21,34,1,0.823693561,-316,-6.031685436
2021-12-04,"5,352","5,327",25,70,1,0.824111548,404,8.206378225
2021-12-05,"5,125","5,102",23,43,1,0.824145286,-225,-4.223765722
2021-12-06,"4,324","4,295",29,41,1,0.825162252,-807,-15.81732654
2021-12-07,"4,953","4,923",30,64,1,0.825901851,628,14.62165308
2021-12-08,"7,173","7,139",34,63,1,0.826797494,2216,45.01320333
2021-12-09,"7,102","7,082",20,57,1,0.827681974,-57,-0.798431153
2021-12-10,"7,021","6,982",39,53,1,0.828683921,0,0
2021-12-11,"6,974","6,948",26,80,1,0.829189821,-34,-0.486966485
2021-12-12,"6,683","6,655",28,42,1,0.82923048,-293,-4.217040875
2021-12-13,"5,817","5,782",35,40,1,0.830725294,-873,-13.11795642
2021-12-14,"5,567","5,525",42,94,1,0.831798766,-257,-4.444828779
2021-12-15,"7,850","7,827",23,70,1,0.833505803,2302,41.66515837
2021-12-16,"7,619","7,588",31,62,1,0.835408791,-239,-3.053532643
2021-12-17,"7,434","7,399",35,73,1,0.837491267,-189,-2.490774908
2021-12-18,"7,312","7,283",29,53,4,0.838834124,-116,-1.56777943
2021-12-19,"6,233","6,170",63,78,4,0.838950569,-1113,-15.28216394
2021-12-20,"5,317","5,257",60,54,4,0.841307692,-913,-14.79740681
2021-12-21,"5,196","5,138",58,52,4,0.842759553,-119,-2.263648469
2021-12-22,"7,456","7,365",91,78,4,0.844518161,2227,43.34371351
2021-12-23,"6,919","6,856",63,109,4,0.846044052,-509,-6.911065852
